symptom,display_name,source_file,phase,order,question_id,field,code,ui_label,question_text,response_type,question_role,dedup_family,canonical_concept,parent_field,detail_field,if_positive_ask,skip_if,ask_if
hematuria,Hematuria,hematuria.json,targeted_followup,16,recent_catheter,recent_catheter,CTX-011,Recent catheter,Any recent catheter or urinary procedure?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,recent_catheter,,recent_catheter_details,,FIELD_ALREADY_CAPTURED,
hematuria,Hematuria,hematuria.json,targeted_followup,17,prior_uti,prior_uti,PMH-022,Prior UTI,Any history of prior urinary tract infections?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,prior_uti,,prior_uti_details,,FIELD_ALREADY_CAPTURED,
hematuria,Hematuria,hematuria.json,targeted_followup,18,prior_stones,prior_stones,PMH-023,Prior stones,Any history of kidney or urinary stones?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,prior_stones,,prior_stones_details,,FIELD_ALREADY_CAPTURED,
hematuria,Hematuria,hematuria.json,targeted_followup,19,history_of_cancer,history_of_cancer,PMH-014,History of cancer,Any history of cancer?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,history_of_cancer,,history_of_cancer_details,,FIELD_ALREADY_CAPTURED,
hematuria,Hematuria,hematuria.json,targeted_followup,20,family_history_urologic_cancer,family_history_urologic_cancer,GUC-003,Family history of urologic cancer,Any family history of bladder or kidney cancer?,BOOLEAN_WITH_OPTIONAL_DETAILS,context_history,context:urologic_cancer_family_history,family_history_urologic_cancer,,family_history_bladder_or_kidney_cancer_details,,FIELD_ALREADY_CAPTURED,
hematuria,Hematuria,hematuria.json,final_closeout,21,final_closeout_question,final_closeout_question,CLOSE-001,Anything else,Is there anything else you want to mention that we have not asked about yet?,SHORT_TEXT,qualifier,,final_closeout_question,,,,,
joint_pain,Joint pain,joint_pain.json,core_characterization,1,onset,onset,EVENT-001,Onset,When did the joint pain start?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,onset,,,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,core_characterization,2,pattern,pattern,EVENT-003,Pattern,"Is the pain constant, or does it come and go in episodes?",SHORT_TEXT,qualifier,,pattern,,,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,core_characterization,3,duration,duration,EVENT-002,Duration,How long has this been going on altogether?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,duration,,,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,core_characterization,4,location,location,PAIN-014,Pain site,Which joint is affected?,SHORT_TEXT,qualifier,ros:location,location,,,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,core_characterization,5,pain_specific_location,pain_specific_location,PAIN-014B,Pain specific location,Can you point to the exact spot within the joint area?,SHORT_TEXT,qualifier,ros:location,pain_specific_location,,,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,core_characterization,6,character,character,PAIN-016,Character,"What does the joint pain feel like, for example throbbing, sharp, dull, burning, cramping, pressure-like, stabbing, or aching?",SHORT_TEXT,qualifier,,character,,,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,core_characterization,7,severity,severity,PAIN-015,Severity,"On a scale of 0 to 10, how severe is it?",SCALE_0_10,qualifier,,severity,,,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,core_characterization,8,aggravating_factors,aggravating_factors,PAIN-018,Aggravating factors,"What makes it worse, such as movement, coughing, eating, urinating, passing stool, touching it, or nothing?",SHORT_TEXT,qualifier,,aggravating_factors,,,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,core_characterization,9,relieving_factors,relieving_factors,PAIN-019,Relieving factors,"What makes it better, such as rest, lying still, medicines, food, passing urine or stool, or nothing?",SHORT_TEXT,qualifier,,relieving_factors,,,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,core_characterization,10,functional_impact,functional_impact,PAIN-020,Functional impact,"How is it affecting what you can do, such as walking, standing, eating, sleeping, breathing, or daily activities?",SHORT_TEXT,qualifier,,functional_impact,,,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,high_priority_followup,11,recent_trauma,recent_trauma,CTX-004,Recent trauma,Did this start after any recent trauma or injury?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,recent_trauma,,recent_trauma_details,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,high_priority_followup,12,fever,fever,CON-001,Fever,Any fever with the joint pain?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:fever,fever,,fever_details,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,high_priority_followup,13,inability_to_bear_weight,inability_to_bear_weight,MSK-007,Unable to bear weight,Are you unable to bear weight on it?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:inability_to_bear_weight,inability_to_bear_weight,,inability_to_bear_weight_details,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,high_priority_followup,14,swelling,swelling,MASS-001,Swelling,Any swelling of the joint?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:swelling,swelling,,swelling_details,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,high_priority_followup,15,warmth,warmth,SKIN-011,Warmth,Does the joint feel warm?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,warmth,,warmth_details,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,high_priority_followup,16,redness,redness,SKIN-010,Redness,Is there redness around the joint?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,redness,,redness_details,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,targeted_followup,17,stiffness,stiffness,MSK-010,Stiffness,Any stiffness in the joint?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:stiffness,stiffness,,stiffness_details,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,targeted_followup,18,morning_stiffness,morning_stiffness,MSKQ-011,Morning stiffness,Is there stiffness in the morning?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,morning_stiffness,,morning_stiffness_details,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,targeted_followup,19,multiple_joints_involved,multiple_joints_involved,MSKQ-012,Multiple joints involved,Is it affecting more than one joint?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,multiple_joints_involved,,multiple_joints_involved_details,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,targeted_followup,20,pain_worse_with_movement,pain_worse_with_movement,MSKQ-010,Worse with movement,Is the pain worse with movement?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,pain_worse_with_movement,,pain_worse_with_movement_details,,FIELD_ALREADY_CAPTURED,
joint_pain,Joint pain,joint_pain.json,final_closeout,21,final_closeout_question,final_closeout_question,CLOSE-001,Anything else,Is there anything else you want to mention that we have not asked about yet?,SHORT_TEXT,qualifier,,final_closeout_question,,,,,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,core_characterization,1,loss_of_consciousness,loss_of_consciousness,NEURO-001,Loss of consciousness,Did you lose consciousness or pass out?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:fainting,loss_of_consciousness,,loss_of_consciousness_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,core_characterization,2,onset,onset,EVENT-001,Onset,When did this happen?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,onset,,,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,core_characterization,3,duration,duration,EVENT-002,Duration,About how long were you out or not fully aware?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,duration,,,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,core_characterization,4,complete_blackout,complete_blackout,EVENT-010,Complete blackout,Did you completely black out?,BOOLEAN_WITH_OPTIONAL_DETAILS,detail,ros:fainting,complete_blackout,loss_of_consciousness,complete_blackout_details,,FIELD_ALREADY_CAPTURED|PARENT_NEGATIVE,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,core_characterization,5,witnessed_collapse,witnessed_collapse,EVENT-011,Witnessed collapse,Did anyone see you suddenly go down or collapse?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:fainting,witnessed_collapse,,witnessed_collapse_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,high_priority_followup,6,head_injury,head_injury,TRAUMA-002,Head injury,Did you hit your head or have a head injury with the event?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,head_injury,,head_injury_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,high_priority_followup,7,chest_pain,chest_pain,CV-002,Chest pain or tightness,Did you have chest pain before or during the event?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:chest_pain,chest_pain,,chest_pain_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,high_priority_followup,8,palpitations,palpitations,CV-003,Palpitations,"Did you feel racing, pounding, or irregular heartbeats before the event?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:palpitations,palpitations,,palpitations_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,high_priority_followup,9,shortness_of_breath,shortness_of_breath,RESP-001,Difficulty in breathing,Were you short of breath before or during the event?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:shortness_of_breath,shortness_of_breath,,shortness_of_breath_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,high_priority_followup,10,focal_weakness,focal_weakness,NEURO-023,Focal weakness,Any weakness on one side afterward?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,focal_weakness,,focal_weakness_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,high_priority_followup,11,seizure,seizure,NEU-008,Seizure,Did anyone think it looked like a seizure or seizure-like event?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:seizure,seizure,,seizure_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,high_priority_followup,12,pregnancy_context,pregnancy_context,GYNHX-001,Pregnancy context,Could you be pregnant?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,pregnancy_context,,pregnancy_context_details,,FIELD_ALREADY_CAPTURED|PATIENT_ELDERLY_SKIP_PREGNANCY,SEX_FEMALE_REPRODUCTIVE_AGE
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,high_priority_followup,13,fever,fever,CON-001,Fever,Any fever before or around the event?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:fever,fever,,fever_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,targeted_followup,14,prodrome,prodrome,NEURO-041,Prodrome,"Was there any warning beforehand, such as dizziness, lightheadedness, nausea, sweating, blurred vision, or palpitations?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,prodrome,,prodrome_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,targeted_followup,15,return_to_baseline,return_to_baseline,NEURO-029,Return to baseline,Did you return fully to your usual self afterward?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,return_to_baseline,,return_to_baseline_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,targeted_followup,16,prior_similar_events,prior_similar_events,PMH-027,Prior similar events,Has something like this happened before?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,prior_similar_events,,prior_similar_events_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,targeted_followup,17,dehydration_context,dehydration_context,CTX-022,Dehydration context,"Had you been dehydrated, not drinking, vomiting, having diarrhea, or losing fluids before this happened?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,dehydration_context,,dehydration_context_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,targeted_followup,18,standing_trigger,standing_trigger,EVENT-013,Standing trigger,Did it happen while standing up or after standing for a while?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,standing_trigger,,standing_trigger_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,targeted_followup,19,exertional_trigger,exertional_trigger,EVENT-012,Exertional trigger,Did it happen during exercise or exertion?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,exertional_trigger,,exertional_trigger_details,,FIELD_ALREADY_CAPTURED,
loss_of_consciousness,Loss of consciousness,loss_of_consciousness.json,final_closeout,20,final_closeout_question,final_closeout_question,CLOSE-001,Anything else,Is there anything else you want to mention that we have not asked about yet?,SHORT_TEXT,qualifier,,final_closeout_question,,,,,
oedema,Oedema,oedema.json,opening,1,presenting_complaint_narrative,presenting_complaint_narrative,NARR-001,Presenting Complaint Narrative,Please provide information about presenting complaint narrative.,NARRATIVE_FREE_TEXT,qualifier,,presenting_complaint_narrative,,,,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,core_characterization,2,onset,onset,EVENT-001,Onset,Do you have onset?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,onset,,,,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,core_characterization,3,duration,duration,EVENT-002,Duration,Do you have duration?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,duration,,,,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,core_characterization,4,swelling_location,swelling_location,OED-000,Swelling location,"Where is the swelling — feet, ankles, legs, hands, face, abdomen, or all over?",SHORT_TEXT,qualifier,ros:location,swelling_location,,,,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,core_characterization,5,swelling_distribution,swelling_distribution,OED-001,Swelling distribution,"Is the swelling on one side, both sides, or generalized all over?",SHORT_TEXT,qualifier,,swelling_distribution,,,,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,core_characterization,6,severity,severity,PAIN-015,Severity,Do you have severity?,SCALE_0_10,qualifier,,severity,,,,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,7,acute_unilateral_swelling,acute_unilateral_swelling,DVT-001,Acute unilateral swelling,Did one leg or one area become swollen suddenly?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,acute_unilateral_swelling,,acute_unilateral_swelling_details,acute_unilateral_swelling_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,8,calf_pain,calf_pain,VASC-001,Calf pain,Is there pain or tenderness in the calf?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,calf_pain,,calf_pain_details,calf_pain_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,9,calf_redness,calf_redness,VASC-002,Calf redness,Is the calf or swollen area red?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,calf_redness,,calf_redness_details,calf_redness_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,10,shortness_of_breath,shortness_of_breath,RESP-001,Shortness of breath,Have you had any difficulty in breathing?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:shortness_of_breath,shortness_of_breath,,shortness_of_breath_details,shortness_of_breath_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,11,orthopnea,orthopnea,RESPQ-002,Worse when lying flat,Is your breathing worse when you lie flat?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:orthopnea,orthopnea,,orthopnea_details,orthopnea_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,12,paroxysmal_nocturnal_dyspnea,paroxysmal_nocturnal_dyspnea,RESPQ-003,Waking short of breath at night,Do you wake from sleep short of breath or gasping for air?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:paroxysmal_nocturnal_dyspnea,paroxysmal_nocturnal_dyspnea,,paroxysmal_nocturnal_dyspnea_details,paroxysmal_nocturnal_dyspnea_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,13,facial_swelling,facial_swelling,SKIN-013,Facial swelling,Have you had facial or lip swelling?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:facial_swelling,facial_swelling,,facial_swelling_details,facial_swelling_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,14,tongue_swelling,tongue_swelling,ENT-011,Tongue swelling,Have you had tongue swelling?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:tongue_swelling,tongue_swelling,,tongue_swelling_details,tongue_swelling_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,15,chest_pain,chest_pain,CV-002,Chest pain or tightness,Do you have any chest pain or tightness?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:chest_pain,chest_pain,,chest_pain_details,chest_pain_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,16,recent_change_in_pattern,recent_change_in_pattern,EVENT-020,Recent change in pattern,Has the pattern changed noticeably in the last few weeks?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,recent_change_in_pattern,,recent_change_in_pattern_details,recent_change_in_pattern_details,FIELD_ALREADY_CAPTURED|DURATION_BELOW_4_WEEKS,
oedema,Oedema,oedema.json,high_priority_followup,17,low_urine_output,low_urine_output,CON-011B,Low urine output,Are you passing much less urine than usual?,BOOLEAN_WITH_OPTIONAL_DETAILS,red_flag_subtype,ros:low_urine_output,low_urine_output,,low_urine_output_details,low_urine_output_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,18,rapid_weight_gain,rapid_weight_gain,CON-012,Rapid weight gain,Have you gained weight rapidly over the past few days or weeks?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,rapid_weight_gain,,rapid_weight_gain_details,rapid_weight_gain_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,19,fever,fever,CON-001,Fever,Have you had a fever?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:fever,fever,,fever_details,fever_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,20,local_inflammation_over_swelling,local_inflammation_over_swelling,OED-005,Local inflammation over swelling,"Is there redness, warmth, tenderness, or skin irritation over the swollen area?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:local_inflammation_over_swelling,local_inflammation_over_swelling,,local_inflammation_over_swelling_details,local_inflammation_over_swelling_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,high_priority_followup,21,abdominal_distension,abdominal_distension,GI-005,Abdominal swelling or bloating,Has your abdomen become swollen or more bloated than usual?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,abdominal_distension,,abdominal_distension_details,abdominal_distension_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,22,course,course,EVENT-006,Course,Do you have course?,SHORT_TEXT,qualifier,,course,,,,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,23,pitting_character,pitting_character,OED-002,Pitting character,"If you press on the swollen area, does it leave an indent?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,pitting_character,,pitting_character_details,pitting_character_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,24,diurnal_variation,diurnal_variation,OED-003,Diurnal variation,Is the swelling worse at the end of the day?,SHORT_TEXT,qualifier,,diurnal_variation,,,,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,25,skin_changes_over_swelling,skin_changes_over_swelling,DERM-011,Skin changes over swelling,Any skin changes over the swollen area?,BOOLEAN_WITH_OPTIONAL_DETAILS,context_or_qualifier,context:swelling_context,skin_changes_over_swelling,,skin_changes_over_swelling_details,skin_changes_over_swelling_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,26,functional_impact,functional_impact,PAIN-020,Functional impact,Do you have functional impact?,SHORT_TEXT,qualifier,,functional_impact,,,,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,27,associated_symptoms,associated_symptoms,ASSOC-001,Associated symptoms,Have any other symptoms come with it?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,associated_symptoms,,associated_symptoms_details,associated_symptoms_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,28,known_heart_failure,known_heart_failure,PMH-030,Known heart failure,Have you ever been told you have heart failure?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,known_heart_failure,,known_heart_failure_details,known_heart_failure_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,29,known_kidney_disease,known_kidney_disease,PMH-031,Known kidney disease,Do you have any known kidney problems?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,known_kidney_disease,,known_kidney_disease_details,known_kidney_disease_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,30,known_liver_disease,known_liver_disease,PMH-032,Known liver disease,Do you have any liver problems?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,known_liver_disease,,known_liver_disease_details,known_liver_disease_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,31,swelling_related_medications,swelling_related_medications,MED-017,Swelling-related medications,"Are you taking any medicines that can cause swelling, such as amlodipine, steroids, NSAIDs, gabapentin, or pioglitazone?",BOOLEAN_WITH_OPTIONAL_DETAILS,context_or_qualifier,context:swelling_context,swelling_related_medications,,swelling_related_medications_details,swelling_related_medications_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,32,prior_clot_history,prior_clot_history,VASC-004,Prior clot history,"Have you ever had a blood clot, such as DVT or pulmonary embolism?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:prior_clot_history,prior_clot_history,,prior_clot_history_details,prior_clot_history_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,33,recent_immobility,recent_immobility,SOC-014,Recent immobility,"Have you been stuck in bed, on a long trip, or not moving around much recently?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:recent_immobility,recent_immobility,,recent_immobility_details,recent_immobility_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,34,recent_travel,recent_travel,SOC-007,Recent travel,Have you traveled anywhere recently?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:recent_travel,recent_travel,,recent_travel_details,recent_travel_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,35,recent_surgery,recent_surgery,SURG-001,Recent surgery,Have you had any recent surgery or procedure?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,recent_surgery,,recent_surgery_details,recent_surgery_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,36,recent_trauma,recent_trauma,CTX-004,Recent trauma,"Did this start after an injury, fall, blow, or accident?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,recent_trauma,,recent_trauma_details,recent_trauma_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,37,hypothyroid_symptoms,hypothyroid_symptoms,ENDO-007,Hypothyroid symptoms,"Have you had symptoms such as cold intolerance, constipation, dry skin, or unexplained weight gain?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,hypothyroid_symptoms,,hypothyroid_symptoms_details,hypothyroid_symptoms_details,FIELD_ALREADY_CAPTURED,DURATION_GTE_4_WEEKS
oedema,Oedema,oedema.json,targeted_followup,38,pregnancy_context,pregnancy_context,GYNHX-001,Pregnancy context,"Could you be pregnant now, or are you recently postpartum?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,pregnancy_context,,pregnancy_context_details,pregnancy_context_details,FIELD_ALREADY_CAPTURED|PATIENT_ELDERLY_SKIP_PREGNANCY,SEX_FEMALE_REPRODUCTIVE_AGE
oedema,Oedema,oedema.json,targeted_followup,39,jaundice,jaundice,GI-012,Yellowing of eyes or skin,Have you noticed yellowing of your eyes or skin?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:jaundice,jaundice,,jaundice_details,jaundice_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,targeted_followup,40,foamy_urine,foamy_urine,REN-001,Foamy urine (nephrotic screen),Is your urine foamy or frothy?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:foamy_urine,foamy_urine,,foamy_urine_details,foamy_urine_details,FIELD_ALREADY_CAPTURED,
oedema,Oedema,oedema.json,final_closeout,41,final_closeout_question,final_closeout_question,CLOSE-001,Anything else,Is there anything else you want to mention that we have not asked about yet?,SHORT_TEXT,qualifier,,final_closeout_question,,,,,
pain,Generalized body pain,pain.json,core_characterization,1,onset,onset,EVENT-001,Onset,When did the generalized body pain start?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,onset,,,,FIELD_ALREADY_CAPTURED,
pain,Generalized body pain,pain.json,core_characterization,2,pattern,pattern,EVENT-003,Pattern,"Is the pain constant, or does it come and go in episodes?",SHORT_TEXT,qualifier,,pattern,,,,FIELD_ALREADY_CAPTURED,
pain,Generalized body pain,pain.json,core_characterization,3,duration,duration,EVENT-002,Duration,How long has this been going on altogether?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,duration,,,,FIELD_ALREADY_CAPTURED,
pain,Generalized body pain,pain.json,core_characterization,4,widespread_pain,widespread_pain,PAIN-030,Widespread pain,Is the pain widespread or all over the body?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,widespread_pain,,widespread_pain_details,,FIELD_ALREADY_CAPTURED,
pain,Generalized body pain,pain.json,core_characterization,5,body_aches,body_aches,PAIN-031,Body aches,Are you having body aches all over?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,body_aches,,body_aches_details,,FIELD_ALREADY_CAPTURED,
pain,Generalized body pain,pain.json,core_characterization,6,character,character,PAIN-016,Character,"What does the pain feel like, for example throbbing, sharp, dull, burning, cramping, pressure-like, stabbing, or aching?",SHORT_TEXT,qualifier,,character,,,,FIELD_ALREADY_CAPTURED,
pain,Generalized body pain,pain.json,core_characterization,7,severity,severity,PAIN-015,Severity,"On a scale of 0 to 10, how severe is it?",SCALE_0_10,qualifier,,severity,,,,FIELD_ALREADY_CAPTURED,
pain,Generalized body pain,pain.json,core_characterization,8,aggravating_factors,aggravating_factors,PAIN-018,Aggravating factors,"What makes it worse, such as movement, coughing, eating, urinating, passing stool, touching it, or nothing?",SHORT_TEXT,qualifier,,aggravating_factors,,,,FIELD_ALREADY_CAPTURED,
